gene_symbol	mechanism	basis	confidence	detail
SKIDA1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99193, LOEUF=0.252)
SKIL	LoF	gnomad	medium	LoF-intolerant (pLI=0.98512, LOEUF=0.301)
SKIV2L2	LoF	gnomad	medium	LoF-intolerant (pLI=0.86106, LOEUF=0.328)
SKP2	LoF	gnomad	medium	LoF-intolerant (pLI=0.96042, LOEUF=0.333)
SLAIN1	LoF	gnomad	medium	LoF-intolerant (pLI=0.90094, LOEUF=0.375)
SLC12A2	LoF	gnomad	medium	LoF-intolerant (pLI=0.96153, LOEUF=0.31)
SLC12A5	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.138)
SLC16A2	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
SLC17A7	LoF	gnomad	medium	LoF-intolerant (pLI=0.99988, LOEUF=0.116)
SLC1A3	LoF	gnomad	medium	LoF-intolerant (pLI=0.98914, LOEUF=0.281)
SLC20A2	LoF	gnomad	medium	LoF-intolerant (pLI=0.96545, LOEUF=0.326)
SLC25A14	LoF	gnomad	medium	LoF-intolerant (pLI=0.98821, LOEUF=0.223)
SLC25A28	LoF	gnomad	medium	LoF-intolerant (pLI=0.92954, LOEUF=0.369)
SLC25A5	LoF	gnomad	medium	LoF-intolerant (pLI=0.93194, LOEUF=0.349)
SLC29A1	LoF	gnomad	medium	LoF-intolerant (pLI=0.90069, LOEUF=0.375)
SLC2A1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
SLC30A1	LoF	gnomad	medium	LoF-intolerant (pLI=0.98532, LOEUF=0.234)
SLC30A10	LoF	gnomad	medium	LoF-intolerant (pLI=0.97952, LOEUF=0.251)
SLC32A1	LoF	gnomad	medium	LoF-intolerant (pLI=0.96675, LOEUF=0.317)
SLC35A2	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
SLC35F1	LoF	gnomad	medium	LoF-intolerant (pLI=0.95133, LOEUF=0.341)
SLC38A1	LoF	gnomad	medium	LoF-intolerant (pLI=0.93067, LOEUF=0.35)
SLC38A2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99709, LOEUF=0.242)
SLC38A5	LoF	gnomad	medium	LoF-intolerant (pLI=0.97676, LOEUF=0.297)
SLC39A10	LoF	gnomad	medium	LoF-intolerant (pLI=0.9927, LOEUF=0.278)
SLC40A1	LoF	gnomad	medium	LoF-intolerant (pLI=0.98835, LOEUF=0.291)
SLC41A2	LoF	gnomad	medium	LoF-intolerant (pLI=0.96597, LOEUF=0.327)
SLC44A1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99676, LOEUF=0.265)
SLC4A1	LoF	gnomad	medium	LoF-intolerant (pLI=0.84602, LOEUF=0.349)
SLC4A2	LoF	gnomad	medium	LoF-intolerant (pLI=0.98521, LOEUF=0.299)
SLC4A4	LoF	gnomad	medium	LoF-intolerant (pLI=0.99722, LOEUF=0.273)
SLC4A7	LoF	gnomad	medium	LoF-intolerant (pLI=0.73616, LOEUF=0.34)
SLC4A8	LoF	gnomad	medium	LoF-intolerant (pLI=0.99849, LOEUF=0.266)
SLC5A3	LoF	gnomad	medium	LoF-intolerant (pLI=0.96739, LOEUF=0.324)
SLC6A1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
SLC6A3	LoF	gnomad	medium	LoF-intolerant (pLI=0.99758, LOEUF=0.251)
SLC6A6	LoF	gnomad	medium	LoF-intolerant (pLI=0.98987, LOEUF=0.291)
SLC6A8	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
SLC7A1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99291, LOEUF=0.267)
SLC7A3	LoF	gnomad	medium	LoF-intolerant (pLI=0.99614, LOEUF=0.182)
SLC8A1	LoF	gnomad	medium	LoF-intolerant (pLI=0.9957, LOEUF=0.271)
SLC8A2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99633, LOEUF=0.26)
SLC9A3	LoF	gnomad	medium	LoF-intolerant (pLI=0.97845, LOEUF=0.31)
SLC9A6	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
SLC9A7	LoF	gnomad	medium	LoF-intolerant (pLI=0.99352, LOEUF=0.264)
SLIT1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99999, LOEUF=0.222)
SLIT2	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.16)
SLIT3	LoF	gnomad	medium	LoF-intolerant (pLI=0.75233, LOEUF=0.318)
SLITRK1	LoF	gnomad	medium	LoF-intolerant (pLI=0.95737, LOEUF=0.337)
SLITRK3	LoF	gnomad	medium	LoF-intolerant (pLI=0.93906, LOEUF=0.34)
SLK	LoF	gnomad	medium	LoF-intolerant (pLI=0.37441, LOEUF=0.348)
SLMAP	LoF	gnomad	medium	LoF-intolerant (pLI=0.99976, LOEUF=0.24)
SLTM	LoF	gnomad	medium	LoF-intolerant (pLI=0.99785, LOEUF=0.274)
SMAD1	LoF	gnomad	medium	LoF-intolerant (pLI=0.98803, LOEUF=0.267)
SMAD2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99661, LOEUF=0.259)
SMAD3	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
SMAD4	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
SMAD5	LoF	gnomad	medium	LoF-intolerant (pLI=0.99838, LOEUF=0.16)
SMAP1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99357, LOEUF=0.264)
SMARCA1	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.137)
SMARCA2	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.203)
SMARCA4	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
SMARCA5	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.074)
SMARCAD1	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.083)
SMARCB1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
SMARCC1	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.116)
SMARCC2	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.117)
SMARCD1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99947, LOEUF=0.206)
SMARCE1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
SMC1A	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
SMC2	LoF	gnomad	medium	LoF-intolerant (pLI=0.9999, LOEUF=0.235)
SMC3	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.037)
SMCHD1	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.153)
SMEK1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99992, LOEUF=0.194)
SMG1	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.053)
SMG6	LoF	gnomad	medium	LoF-intolerant (pLI=0.98164, LOEUF=0.299)
SMG7	LoF	gnomad	medium	LoF-intolerant (pLI=0.99998, LOEUF=0.219)
SMS	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
SMU1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99994, LOEUF=0.108)
SMURF2	LoF	gnomad	medium	LoF-intolerant (pLI=0.87235, LOEUF=0.334)
SNAP23	LoF	gnomad	medium	LoF-intolerant (pLI=0.92412, LOEUF=0.375)
SNAP25	LoF	gnomad	medium	LoF-intolerant (pLI=0.98653, LOEUF=0.229)
SNAP91	LoF	gnomad	medium	LoF-intolerant (pLI=0.99993, LOEUF=0.193)
SND1	LoF	gnomad	medium	LoF-intolerant (pLI=0.98213, LOEUF=0.301)
SNED1	LoF	gnomad	medium	LoF-intolerant (pLI=0.66246, LOEUF=0.332)
SNPH	LoF	gnomad	medium	LoF-intolerant (pLI=0.97082, LOEUF=0.309)
SNRK	LoF	gnomad	medium	LoF-intolerant (pLI=0.99961, LOEUF=0.132)
SNRNP200	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.082)
SNRNP70	LoF	gnomad	medium	LoF-intolerant (pLI=0.99926, LOEUF=0.188)
SNRPA1	LoF	gnomad	medium	LoF-intolerant (pLI=0.98984, LOEUF=0.217)
SNRPE	LoF	gnomad	medium	LoF-intolerant (pLI=0.90614, LOEUF=0.392)
SNW1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99961, LOEUF=0.217)
SNX1	LoF	gnomad	medium	LoF-intolerant (pLI=0.93179, LOEUF=0.344)
SNX18	LoF	gnomad	medium	LoF-intolerant (pLI=0.95637, LOEUF=0.334)
SNX2	LoF	gnomad	medium	LoF-intolerant (pLI=0.98462, LOEUF=0.302)
SNX27	LoF	gnomad	medium	LoF-intolerant (pLI=0.99977, LOEUF=0.192)
SOBP	LoF	gnomad	medium	LoF-intolerant (pLI=0.99972, LOEUF=0.127)
SOCS6	LoF	gnomad	medium	LoF-intolerant (pLI=0.98865, LOEUF=0.221)
SOCS7	LoF	gnomad	medium	LoF-intolerant (pLI=0.99807, LOEUF=0.233)
SOGA1	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.194)
SON	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
SORCS1	LoF	gnomad	medium	LoF-intolerant (pLI=0.55937, LOEUF=0.338)
SORT1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99987, LOEUF=0.212)
SOS1	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.14)
SOS2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99955, LOEUF=0.256)
SOX10	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
SOX11	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
SOX13	LoF	gnomad	medium	LoF-intolerant (pLI=0.94185, LOEUF=0.339)
SOX2	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
SOX30	LoF	gnomad	medium	LoF-intolerant (pLI=0.99825, LOEUF=0.23)
SOX4	LoF	gnomad	medium	LoF-intolerant (pLI=0.92656, LOEUF=0.359)
SOX5	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
SOX6	LoF	gnomad	medium	LoF-intolerant (pLI=0.99984, LOEUF=0.215)
SOX9	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
SP1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99997, LOEUF=0.1)
SP2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99721, LOEUF=0.219)
SP3	LoF	gnomad	medium	LoF-intolerant (pLI=0.99995, LOEUF=0.146)
SP4	LoF	gnomad	medium	LoF-intolerant (pLI=0.99288, LOEUF=0.283)
SP8	LoF	gnomad	medium	LoF-intolerant (pLI=0.9658, LOEUF=0.285)
SP9	LoF	gnomad	medium	LoF-intolerant (pLI=0.94003, LOEUF=0.335)
SPAG9	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.142)
SPAST	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
SPATA2	LoF	gnomad	medium	LoF-intolerant (pLI=0.97889, LOEUF=0.292)
SPATS2	LoF	gnomad	medium	LoF-intolerant (pLI=0.97239, LOEUF=0.319)
SPCS2	LoF	gnomad	medium	LoF-intolerant (pLI=0.92879, LOEUF=0.355)
SPDEF	LoF	gnomad	medium	LoF-intolerant (pLI=0.97178, LOEUF=0.308)
SPECC1L	LoF	gnomad	medium	LoF-intolerant (pLI=0.85887, LOEUF=0.332)
SPEG	LoF	gnomad	medium	LoF-intolerant (pLI=0.92315, LOEUF=0.293)
SPEN	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
SPHKAP	LoF	gnomad	medium	LoF-intolerant (pLI=0.93594, LOEUF=0.315)
SPI1	LoF	gnomad	medium	LoF-intolerant (pLI=0.98206, LOEUF=0.244)
SPIB	LoF	gnomad	medium	LoF-intolerant (pLI=0.91231, LOEUF=0.388)
SPIN1	LoF	gnomad	medium	LoF-intolerant (pLI=0.97049, LOEUF=0.274)
SPINK1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
SPOP	LoF	gnomad	medium	LoF-intolerant (pLI=0.99922, LOEUF=0.144)
SPPL3	LoF	gnomad	medium	LoF-intolerant (pLI=0.99656, LOEUF=0.179)
SPRED1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
SPRTN	LoF	gnomad	medium	LoF-intolerant (pLI=0.97354, LOEUF=0.304)
SPRY2	LoF	gnomad	medium	LoF-intolerant (pLI=0.97126, LOEUF=0.273)
SPTAN1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
SPTB	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.14)
SPTBN1	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.088)
SPTBN4	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.191)
SPTY2D1	LoF	gnomad	medium	LoF-intolerant (pLI=0.94476, LOEUF=0.337)
SQLE	LoF	gnomad	medium	LoF-intolerant (pLI=0.97594, LOEUF=0.314)
SRC	LoF	gnomad	medium	LoF-intolerant (pLI=0.99691, LOEUF=0.244)
SRCAP	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
SRCIN1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99987, LOEUF=0.213)
SREK1	LoF	gnomad	medium	LoF-intolerant (pLI=0.9148, LOEUF=0.351)
SRF	LoF	gnomad	medium	LoF-intolerant (pLI=0.97545, LOEUF=0.3)
SRGAP1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99845, LOEUF=0.267)
SRGAP2	LoF	gnomad	medium	LoF-intolerant (pLI=0.97679, LOEUF=0.312)
SRGAP3	LoF	gnomad	medium	LoF-intolerant (pLI=0.9997, LOEUF=0.243)
SRP54	LoF	gnomad	medium	LoF-intolerant (pLI=0.99895, LOEUF=0.219)
SRPK2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99697, LOEUF=0.269)
SRRM1	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.146)
SRRM2	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
SRSF1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
SRSF11	LoF	gnomad	medium	LoF-intolerant (pLI=0.99806, LOEUF=0.233)
SRSF3	LoF	gnomad	medium	LoF-intolerant (pLI=0.96323, LOEUF=0.291)
SRSF6	LoF	gnomad	medium	LoF-intolerant (pLI=0.91099, LOEUF=0.369)
SRSF7	LoF	gnomad	medium	LoF-intolerant (pLI=0.98203, LOEUF=0.299)
SRY	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
SS18L1	LoF	gnomad	medium	LoF-intolerant (pLI=0.98229, LOEUF=0.306)
SSBP2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99777, LOEUF=0.236)
SSBP3	LoF	gnomad	medium	LoF-intolerant (pLI=0.99968, LOEUF=0.198)
SSH2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99684, LOEUF=0.278)
SSRP1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99585, LOEUF=0.275)
ST18	LoF	gnomad	medium	LoF-intolerant (pLI=0.99459, LOEUF=0.284)
ST3GAL2	LoF	gnomad	medium	LoF-intolerant (pLI=0.9417, LOEUF=0.354)
ST5	LoF	gnomad	medium	LoF-intolerant (pLI=0.99996, LOEUF=0.214)
ST7	LoF	gnomad	medium	LoF-intolerant (pLI=0.99703, LOEUF=0.264)
STAG1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
STAG2	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
STAT1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99999, LOEUF=0.187)
STAT2	LoF	gnomad	medium	LoF-intolerant (pLI=0.93065, LOEUF=0.319)
STAT3	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.095)
STAT4	LoF	gnomad	medium	LoF-intolerant (pLI=0.7662, LOEUF=0.347)
STAT5A	LoF	gnomad	medium	LoF-intolerant (pLI=0.99994, LOEUF=0.202)
STAT5B	LoF	gnomad	medium	LoF-intolerant (pLI=0.99988, LOEUF=0.22)
STAT6	LoF	gnomad	medium	LoF-intolerant (pLI=0.98849, LOEUF=0.296)
STAU1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99976, LOEUF=0.168)
STAU2	LoF	gnomad	medium	LoF-intolerant (pLI=0.97269, LOEUF=0.318)
STIM2	LoF	gnomad	medium	LoF-intolerant (pLI=0.9906, LOEUF=0.293)
STIP1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99987, LOEUF=0.201)
STK11	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
STK38L	LoF	gnomad	medium	LoF-intolerant (pLI=0.93427, LOEUF=0.348)
STK39	LoF	gnomad	medium	LoF-intolerant (pLI=0.99916, LOEUF=0.23)
STK40	LoF	gnomad	medium	LoF-intolerant (pLI=0.99624, LOEUF=0.227)
STMN2	LoF	gnomad	medium	LoF-intolerant (pLI=0.97687, LOEUF=0.259)
STRAP	LoF	gnomad	medium	LoF-intolerant (pLI=0.90143, LOEUF=0.375)
STRBP	LoF	gnomad	medium	LoF-intolerant (pLI=0.99958, LOEUF=0.218)
STRN4	LoF	gnomad	medium	LoF-intolerant (pLI=0.99376, LOEUF=0.28)
STS	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
STT3B	LoF	gnomad	medium	LoF-intolerant (pLI=0.99896, LOEUF=0.251)
STX12	LoF	gnomad	medium	LoF-intolerant (pLI=0.95624, LOEUF=0.338)
STX1A	LoF	gnomad	medium	LoF-intolerant (pLI=0.9785, LOEUF=0.293)
STX1B	LoF	gnomad	medium	LoF-intolerant (pLI=0.98766, LOEUF=0.268)
STXBP1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
STXBP5	LoF	gnomad	medium	LoF-intolerant (pLI=0.99956, LOEUF=0.256)
STXBP5L	LoF	gnomad	medium	LoF-intolerant (pLI=0.99926, LOEUF=0.261)
SUCO	LoF	gnomad	medium	LoF-intolerant (pLI=0.97455, LOEUF=0.303)
SUFU	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
SUGP1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99568, LOEUF=0.271)
SUGP2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99995, LOEUF=0.189)
SULT4A1	LoF	gnomad	medium	LoF-intolerant (pLI=0.96563, LOEUF=0.319)
SUPT16H	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.12)
SUPT5H	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.074)
SUPT6H	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.087)
SUV39H1	LoF	gnomad	medium	LoF-intolerant (pLI=0.98957, LOEUF=0.218)
SUV39H2	LoF	gnomad	medium	LoF-intolerant (pLI=0.92921, LOEUF=0.358)
SUV420H1	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.078)
SUZ12	LoF	gnomad	medium	LoF-intolerant (pLI=0.99998, LOEUF=0.134)
SVEP1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99995, LOEUF=0.254)
SVOP	LoF	gnomad	medium	LoF-intolerant (pLI=0.99938, LOEUF=0.209)
SWT1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99759, LOEUF=0.268)
SYAP1	LoF	gnomad	medium	LoF-intolerant (pLI=0.94312, LOEUF=0.352)
SYCP1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99997, LOEUF=0.22)
SYCP2	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.183)
SYK	LoF	gnomad	medium	LoF-intolerant (pLI=0.99986, LOEUF=0.185)
SYMPK	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.179)
SYN1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
SYNCRIP	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
SYNGAP1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
SYNJ1	LoF	gnomad	medium	LoF-intolerant (pLI=0.42709, LOEUF=0.33)
SYNPO	LoF	gnomad	medium	LoF-intolerant (pLI=0.98573, LOEUF=0.297)
SYNRG	LoF	gnomad	medium	LoF-intolerant (pLI=0.93079, LOEUF=0.319)
SYP	LoF	gnomad	medium	LoF-intolerant (pLI=0.91549, LOEUF=0.385)
SYT11	LoF	gnomad	medium	LoF-intolerant (pLI=0.92676, LOEUF=0.372)
SYT14	LoF	gnomad	medium	LoF-intolerant (pLI=0.94463, LOEUF=0.342)
SYT2	LoF	gnomad	medium	LoF-intolerant (pLI=0.98133, LOEUF=0.287)
SYT7	LoF	gnomad	medium	LoF-intolerant (pLI=0.96342, LOEUF=0.329)
SYVN1	LoF	gnomad	medium	LoF-intolerant (pLI=0.9997, LOEUF=0.171)
TAB2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99998, LOEUF=0.098)
TAF1	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.043)
TAF12	LoF	gnomad	medium	LoF-intolerant (pLI=0.95008, LOEUF=0.317)
TAF1L	LoF	gnomad	medium	LoF-intolerant (pLI=0.96182, LOEUF=0.315)
TAF3	LoF	gnomad	medium	LoF-intolerant (pLI=0.99997, LOEUF=0.138)
TAF4	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.081)
TAF5	LoF	gnomad	medium	LoF-intolerant (pLI=0.99973, LOEUF=0.211)
TAF5L	LoF	gnomad	medium	LoF-intolerant (pLI=0.99904, LOEUF=0.193)
TAF7L	LoF	gnomad	medium	LoF-intolerant (pLI=0.98636, LOEUF=0.273)
TANC2	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.158)
TAOK1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
TAOK2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99976, LOEUF=0.241)
TAOK3	LoF	gnomad	medium	LoF-intolerant (pLI=0.99975, LOEUF=0.241)
TARDBP	LoF	gnomad	medium	LoF-intolerant (pLI=0.98542, LOEUF=0.275)
TBC1D10B	LoF	gnomad	medium	LoF-intolerant (pLI=0.99922, LOEUF=0.213)
TBC1D20	LoF	gnomad	medium	LoF-intolerant (pLI=0.93074, LOEUF=0.364)
TBCEL	LoF	gnomad	medium	LoF-intolerant (pLI=0.97472, LOEUF=0.313)
TBL1X	LoF	gnomad	medium	LoF-intolerant (pLI=0.97946, LOEUF=0.309)
TBL1XR1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
TBR1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
TBX18	LoF	gnomad	medium	LoF-intolerant (pLI=0.99905, LOEUF=0.193)
TBX2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99329, LOEUF=0.246)
TBX20	LoF	gnomad	medium	LoF-intolerant (pLI=0.97302, LOEUF=0.315)
TBX21	LoF	gnomad	medium	LoF-intolerant (pLI=0.99636, LOEUF=0.226)
TBX22	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
TBX3	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
TBX4	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
TBX5	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
TCEB3	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.119)
TCERG1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99996, LOEUF=0.227)
TCF12	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
TCF20	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
TCF4	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
TCF7L2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99537, LOEUF=0.273)
TCFL5	LoF	gnomad	medium	LoF-intolerant (pLI=0.99128, LOEUF=0.255)
TCOF1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
TCP1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99527, LOEUF=0.255)
TDRD1	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.175)
TDRD5	LoF	gnomad	medium	LoF-intolerant (pLI=0.97247, LOEUF=0.307)
TEAD1	LoF	gnomad	medium	LoF-intolerant (pLI=0.9998, LOEUF=0.123)
TEAD3	LoF	gnomad	medium	LoF-intolerant (pLI=0.99362, LOEUF=0.264)
TECPR2	LoF	gnomad	medium	LoF-intolerant (pLI=0.58003, LOEUF=0.346)
TEK	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.179)
TENM1	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.193)
TENM2	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.191)
TENM3	LoF	gnomad	medium	LoF-intolerant (pLI=0.99955, LOEUF=0.264)
TENM4	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.173)
TERC	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
TERF1	LoF	gnomad	medium	LoF-intolerant (pLI=0.90655, LOEUF=0.372)
TERF2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99237, LOEUF=0.269)
TERT	LoF	gnomad	medium	LoF-intolerant (pLI=0.99046, LOEUF=0.293)
TESK1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99255, LOEUF=0.278)
TET1	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.174)
TET3	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.086)
TEX10	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.163)
TEX11	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.08)
TFAP2A	LoF	gnomad	medium	LoF-intolerant (pLI=0.98964, LOEUF=0.261)
TFAP2B	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
TFAP2C	LoF	gnomad	medium	LoF-intolerant (pLI=0.92204, LOEUF=0.371)
TFAP2D	LoF	gnomad	medium	LoF-intolerant (pLI=0.99199, LOEUF=0.252)
TFAP4	LoF	gnomad	medium	LoF-intolerant (pLI=0.99731, LOEUF=0.172)
TFCP2L1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99996, LOEUF=0.143)
TFDP1	LoF	gnomad	medium	LoF-intolerant (pLI=0.97174, LOEUF=0.318)
TFDP2	LoF	gnomad	medium	LoF-intolerant (pLI=0.9995, LOEUF=0.181)
TFE3	LoF	gnomad	medium	LoF-intolerant (pLI=0.97985, LOEUF=0.29)
TGFB2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99905, LOEUF=0.148)
TGFB3	LoF	gnomad	medium	LoF-intolerant (pLI=0.98727, LOEUF=0.27)
TGFBR1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
TGIF1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
THBS1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99985, LOEUF=0.235)
THBS2	LoF	gnomad	medium	LoF-intolerant (pLI=0.55641, LOEUF=0.347)
THOC1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99955, LOEUF=0.23)
THOC2	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.081)
THRAP3	LoF	gnomad	medium	LoF-intolerant (pLI=0.99998, LOEUF=0.19)
THRB	LoF	gnomad	medium	LoF-intolerant (pLI=0.99676, LOEUF=0.223)
