gene_symbol	mechanism	basis	confidence	detail
EIF4A1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99987, LOEUF=0.117)
EIF4A2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99835, LOEUF=0.205)
EIF4A3	LoF	gnomad	medium	LoF-intolerant (pLI=0.99985, LOEUF=0.119)
EIF4B	LoF	gnomad	medium	LoF-intolerant (pLI=0.99999, LOEUF=0.123)
EIF4E	LoF	gnomad	medium	LoF-intolerant (pLI=0.94133, LOEUF=0.354)
EIF4ENIF1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99999, LOEUF=0.177)
EIF4G1	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.074)
EIF4G2	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.085)
EIF4G3	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.112)
EIF5	LoF	gnomad	medium	LoF-intolerant (pLI=0.98758, LOEUF=0.285)
EIF5B	LoF	gnomad	medium	LoF-intolerant (pLI=0.99981, LOEUF=0.245)
ELAVL1	LoF	gnomad	medium	LoF-intolerant (pLI=0.98849, LOEUF=0.222)
ELAVL2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99514, LOEUF=0.189)
ELAVL4	LoF	gnomad	medium	LoF-intolerant (pLI=0.90806, LOEUF=0.382)
ELF2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99482, LOEUF=0.258)
ELF3	LoF	gnomad	medium	LoF-intolerant (pLI=0.98323, LOEUF=0.296)
ELFN1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99882, LOEUF=0.153)
ELFN2	LoF	gnomad	medium	LoF-intolerant (pLI=0.96483, LOEUF=0.327)
ELK1	LoF	gnomad	medium	LoF-intolerant (pLI=0.93711, LOEUF=0.341)
ELL	LoF	gnomad	medium	LoF-intolerant (pLI=0.98542, LOEUF=0.301)
ELL2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99824, LOEUF=0.244)
ELMO1	LoF	gnomad	medium	LoF-intolerant (pLI=0.89997, LOEUF=0.333)
ELMSAN1	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.136)
ELN	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
ELOVL5	LoF	gnomad	medium	LoF-intolerant (pLI=0.93341, LOEUF=0.355)
ELOVL6	LoF	gnomad	medium	LoF-intolerant (pLI=0.96581, LOEUF=0.319)
EMD	LoF	gnomad	medium	LoF-intolerant (pLI=0.93178, LOEUF=0.35)
EML1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99608, LOEUF=0.28)
EMX2	LoF	gnomad	medium	LoF-intolerant (pLI=0.9507, LOEUF=0.316)
EN1	LoF	gnomad	medium	LoF-intolerant (pLI=0.93135, LOEUF=0.35)
ENAH	LoF	gnomad	medium	LoF-intolerant (pLI=0.99994, LOEUF=0.173)
ENG	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
EOMES	LoF	gnomad	medium	LoF-intolerant (pLI=0.98443, LOEUF=0.3)
EP300	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
EP400	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.208)
EPB41L1	LoF	gnomad	medium	LoF-intolerant (pLI=0.87683, LOEUF=0.343)
EPB41L2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99318, LOEUF=0.288)
EPB41L4B	LoF	gnomad	medium	LoF-intolerant (pLI=0.99972, LOEUF=0.237)
EPC1	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.125)
EPC2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99998, LOEUF=0.159)
EPHA4	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.175)
EPHA7	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.128)
EPHB1	LoF	gnomad	medium	LoF-intolerant (pLI=0.9985, LOEUF=0.257)
EPHB2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99997, LOEUF=0.184)
EPS15L1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99964, LOEUF=0.245)
EPS8	LoF	gnomad	medium	LoF-intolerant (pLI=0.97308, LOEUF=0.311)
ERBB2IP	LoF	gnomad	medium	LoF-intolerant (pLI=0.99402, LOEUF=0.285)
ERBB4	LoF	gnomad	medium	LoF-intolerant (pLI=0.99912, LOEUF=0.265)
ERC2	LoF	gnomad	medium	LoF-intolerant (pLI=0.98931, LOEUF=0.294)
ERCC6L	LoF	gnomad	medium	LoF-intolerant (pLI=0.99932, LOEUF=0.211)
ERF	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
ERG	LoF	gnomad	medium	LoF-intolerant (pLI=0.96413, LOEUF=0.329)
ERN1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99027, LOEUF=0.293)
ERP44	LoF	gnomad	medium	LoF-intolerant (pLI=0.99106, LOEUF=0.274)
ESCO1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99995, LOEUF=0.17)
ESPL1	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.159)
ESR1	LoF	gnomad	medium	LoF-intolerant (pLI=0.9992, LOEUF=0.19)
ESRP1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99934, LOEUF=0.236)
ETF1	LoF	gnomad	medium	LoF-intolerant (pLI=0.996, LOEUF=0.251)
ETNK1	LoF	gnomad	medium	LoF-intolerant (pLI=0.92558, LOEUF=0.36)
ETS2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99888, LOEUF=0.197)
ETV1	LoF	gnomad	medium	LoF-intolerant (pLI=0.93694, LOEUF=0.347)
ETV3	LoF	gnomad	medium	LoF-intolerant (pLI=0.97596, LOEUF=0.299)
ETV5	LoF	gnomad	medium	LoF-intolerant (pLI=0.99999, LOEUF=0.092)
ETV6	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
EVI5L	LoF	gnomad	medium	LoF-intolerant (pLI=0.99985, LOEUF=0.214)
EVL	LoF	gnomad	medium	LoF-intolerant (pLI=0.99761, LOEUF=0.238)
EWSR1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99981, LOEUF=0.218)
EXOC3	LoF	gnomad	medium	LoF-intolerant (pLI=0.92216, LOEUF=0.348)
EXOC5	LoF	gnomad	medium	LoF-intolerant (pLI=0.99991, LOEUF=0.178)
EXOC8	LoF	gnomad	medium	LoF-intolerant (pLI=0.99902, LOEUF=0.194)
EXT1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
EXT2	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
EYA1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
EYA3	LoF	gnomad	medium	LoF-intolerant (pLI=0.99702, LOEUF=0.264)
EYA4	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
EZH2	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.146)
F8	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
F9	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
FADS2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99815, LOEUF=0.232)
FAF1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99895, LOEUF=0.251)
FAF2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99911, LOEUF=0.216)
FAM120A	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.163)
FAM120C	LoF	gnomad	medium	LoF-intolerant (pLI=0.99998, LOEUF=0.136)
FAM131B	LoF	gnomad	medium	LoF-intolerant (pLI=0.99092, LOEUF=0.256)
FAM135A	LoF	gnomad	medium	LoF-intolerant (pLI=0.99893, LOEUF=0.265)
FAM135B	LoF	gnomad	medium	LoF-intolerant (pLI=0.99996, LOEUF=0.222)
FAM155A	LoF	gnomad	medium	LoF-intolerant (pLI=0.97586, LOEUF=0.311)
FAM160A2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99023, LOEUF=0.293)
FAM160B1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99898, LOEUF=0.25)
FAM168A	LoF	gnomad	medium	LoF-intolerant (pLI=0.98674, LOEUF=0.229)
FAM169A	LoF	gnomad	medium	LoF-intolerant (pLI=0.99907, LOEUF=0.232)
FAM171A1	LoF	gnomad	medium	LoF-intolerant (pLI=0.98528, LOEUF=0.302)
FAM171A2	LoF	gnomad	medium	LoF-intolerant (pLI=0.90848, LOEUF=0.381)
FAM193A	LoF	gnomad	medium	LoF-intolerant (pLI=0.99993, LOEUF=0.213)
FAM193B	LoF	gnomad	medium	LoF-intolerant (pLI=0.9933, LOEUF=0.275)
FAM196A	LoF	gnomad	medium	LoF-intolerant (pLI=0.9149, LOEUF=0.377)
FAM196B	LoF	gnomad	medium	LoF-intolerant (pLI=0.98467, LOEUF=0.278)
FAM208A	LoF	gnomad	medium	LoF-intolerant (pLI=0.99954, LOEUF=0.258)
FAM208B	LoF	gnomad	medium	LoF-intolerant (pLI=0.30957, LOEUF=0.332)
FAM46A	LoF	gnomad	medium	LoF-intolerant (pLI=0.92482, LOEUF=0.374)
FAM46C	LoF	gnomad	medium	LoF-intolerant (pLI=0.94762, LOEUF=0.322)
FAM49B	LoF	gnomad	medium	LoF-intolerant (pLI=0.97612, LOEUF=0.31)
FAM50A	LoF	gnomad	medium	LoF-intolerant (pLI=0.97913, LOEUF=0.292)
FAM58A	LoF	gnomad	medium	LoF-intolerant (pLI=0.90384, LOEUF=0.396)
FAM60A	LoF	gnomad	medium	LoF-intolerant (pLI=0.96459, LOEUF=0.288)
FAM65A	LoF	gnomad	medium	LoF-intolerant (pLI=0.949, LOEUF=0.315)
FAM65B	LoF	gnomad	medium	LoF-intolerant (pLI=0.92284, LOEUF=0.328)
FANCB	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
FAR1	LoF	gnomad	medium	LoF-intolerant (pLI=0.98504, LOEUF=0.299)
FASN	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.155)
FAT3	LoF	gnomad	medium	LoF-intolerant (pLI=0.99995, LOEUF=0.253)
FAT4	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.184)
FAXC	LoF	gnomad	medium	LoF-intolerant (pLI=0.93484, LOEUF=0.36)
FBL	LoF	gnomad	medium	LoF-intolerant (pLI=0.99319, LOEUF=0.246)
FBLN1	LoF	gnomad	medium	LoF-intolerant (pLI=0.91878, LOEUF=0.338)
FBLN5	LoF	gnomad	medium	LoF-intolerant (pLI=0.9997, LOEUF=0.172)
FBN1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
FBN2	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.205)
FBRS	LoF	gnomad	medium	LoF-intolerant (pLI=0.99987, LOEUF=0.159)
FBXL16	LoF	gnomad	medium	LoF-intolerant (pLI=0.96981, LOEUF=0.311)
FBXL17	LoF	gnomad	medium	LoF-intolerant (pLI=0.99901, LOEUF=0.149)
FBXL19	LoF	gnomad	medium	LoF-intolerant (pLI=0.99997, LOEUF=0.1)
FBXL20	LoF	gnomad	medium	LoF-intolerant (pLI=0.99691, LOEUF=0.257)
FBXL3	LoF	gnomad	medium	LoF-intolerant (pLI=0.9807, LOEUF=0.288)
FBXL5	LoF	gnomad	medium	LoF-intolerant (pLI=0.99854, LOEUF=0.241)
FBXO11	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.097)
FBXO21	LoF	gnomad	medium	LoF-intolerant (pLI=0.97537, LOEUF=0.314)
FBXO22	LoF	gnomad	medium	LoF-intolerant (pLI=0.97746, LOEUF=0.296)
FBXO28	LoF	gnomad	medium	LoF-intolerant (pLI=0.98681, LOEUF=0.271)
FBXO3	LoF	gnomad	medium	LoF-intolerant (pLI=0.98916, LOEUF=0.293)
FBXO32	LoF	gnomad	medium	LoF-intolerant (pLI=0.99692, LOEUF=0.222)
FBXO33	LoF	gnomad	medium	LoF-intolerant (pLI=0.99417, LOEUF=0.241)
FBXO38	LoF	gnomad	medium	LoF-intolerant (pLI=0.99879, LOEUF=0.265)
FBXO41	LoF	gnomad	medium	LoF-intolerant (pLI=0.99944, LOEUF=0.207)
FBXO42	LoF	gnomad	medium	LoF-intolerant (pLI=0.99503, LOEUF=0.274)
FBXO45	LoF	gnomad	medium	LoF-intolerant (pLI=0.97063, LOEUF=0.274)
FBXO5	LoF	gnomad	medium	LoF-intolerant (pLI=0.96995, LOEUF=0.32)
FBXW11	LoF	gnomad	medium	LoF-intolerant (pLI=0.97611, LOEUF=0.314)
FBXW2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99877, LOEUF=0.153)
FBXW7	LoF	gnomad	medium	LoF-intolerant (pLI=0.99949, LOEUF=0.232)
FCHO1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99845, LOEUF=0.264)
FCHO2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99973, LOEUF=0.222)
FERMT2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99999, LOEUF=0.13)
FEZF1	LoF	gnomad	medium	LoF-intolerant (pLI=0.95043, LOEUF=0.342)
FEZF2	LoF	gnomad	medium	LoF-intolerant (pLI=0.9886, LOEUF=0.222)
FGD1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
FGD5	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.162)
FGF10	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
FGF14	LoF	gnomad	medium	LoF-intolerant (pLI=0.90887, LOEUF=0.392)
FGF17	LoF	gnomad	medium	LoF-intolerant (pLI=0.95609, LOEUF=0.305)
FGF9	LoF	gnomad	medium	LoF-intolerant (pLI=0.94704, LOEUF=0.323)
FGFR1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
FGFR2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99731, LOEUF=0.27)
FH	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
FHL1	LoF	gnomad	medium	LoF-intolerant (pLI=0.96979, LOEUF=0.276)
FIGN	LoF	gnomad	medium	LoF-intolerant (pLI=0.98917, LOEUF=0.281)
FJX1	LoF	gnomad	medium	LoF-intolerant (pLI=0.94412, LOEUF=0.328)
FKBP8	LoF	gnomad	medium	LoF-intolerant (pLI=0.99825, LOEUF=0.161)
FLCN	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
FLG	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
FLI1	LoF	gnomad	medium	LoF-intolerant (pLI=0.9894, LOEUF=0.28)
FLNA	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
FLNC	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
FLT1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99983, LOEUF=0.246)
FLT3	LoF	gnomad	medium	LoF-intolerant (pLI=0.60777, LOEUF=0.349)
FLT3LG	LoF	gnomad	medium	LoF-intolerant (pLI=0.9404, LOEUF=0.356)
FLT4	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.147)
FMN2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99772, LOEUF=0.274)
FMNL1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99985, LOEUF=0.23)
FMNL2	LoF	gnomad	medium	LoF-intolerant (pLI=0.9932, LOEUF=0.288)
FMR1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
FN1	LoF	gnomad	medium	LoF-intolerant (pLI=0.0014045, LOEUF=0.338)
FNBP4	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.142)
FNDC3A	LoF	gnomad	medium	LoF-intolerant (pLI=0.99998, LOEUF=0.221)
FNDC3B	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.042)
FNIP1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99957, LOEUF=0.251)
FNIP2	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.13)
FNTA	LoF	gnomad	medium	LoF-intolerant (pLI=0.94721, LOEUF=0.345)
FOSB	LoF	gnomad	medium	LoF-intolerant (pLI=0.97553, LOEUF=0.3)
FOSL2	LoF	gnomad	medium	LoF-intolerant (pLI=0.98293, LOEUF=0.241)
FOXB1	LoF	gnomad	medium	LoF-intolerant (pLI=0.90634, LOEUF=0.392)
FOXC1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
FOXC2	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
FOXF1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
FOXG1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
FOXJ1	LoF	gnomad	medium	LoF-intolerant (pLI=0.96901, LOEUF=0.278)
FOXJ2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99846, LOEUF=0.242)
FOXJ3	LoF	gnomad	medium	LoF-intolerant (pLI=0.99598, LOEUF=0.27)
FOXL2	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
FOXN1	LoF	gnomad	medium	LoF-intolerant (pLI=0.94214, LOEUF=0.349)
FOXN3	LoF	gnomad	medium	LoF-intolerant (pLI=0.93167, LOEUF=0.363)
FOXO1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99725, LOEUF=0.173)
FOXO3	LoF	gnomad	medium	LoF-intolerant (pLI=0.98806, LOEUF=0.267)
FOXP1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
FOXP2	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
FOXP3	LoF	gnomad	medium	LoF-intolerant (pLI=0.99424, LOEUF=0.195)
FOXP4	LoF	gnomad	medium	LoF-intolerant (pLI=0.98242, LOEUF=0.306)
FRMD4A	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.135)
FRMD4B	LoF	gnomad	medium	LoF-intolerant (pLI=0.4539, LOEUF=0.349)
FRMD5	LoF	gnomad	medium	LoF-intolerant (pLI=0.99724, LOEUF=0.254)
FRMD7	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
FRMPD4	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.083)
FRS2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99721, LOEUF=0.219)
FRY	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.212)
FRYL	LoF	gnomad	medium	LoF-intolerant (pLI=0.99727, LOEUF=0.272)
FST	LoF	gnomad	medium	LoF-intolerant (pLI=0.98014, LOEUF=0.29)
FTSJ1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99254, LOEUF=0.204)
FUBP1	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.115)
FURIN	LoF	gnomad	medium	LoF-intolerant (pLI=0.99994, LOEUF=0.191)
FUS	LoF	gnomad	medium	LoF-intolerant (pLI=0.9993, LOEUF=0.237)
FXR1	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.119)
FXR2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99996, LOEUF=0.185)
FYN	LoF	gnomad	medium	LoF-intolerant (pLI=0.99406, LOEUF=0.278)
FZD4	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
FZD5	LoF	gnomad	medium	LoF-intolerant (pLI=0.98255, LOEUF=0.283)
FZR1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99969, LOEUF=0.172)
G2E3	LoF	gnomad	medium	LoF-intolerant (pLI=0.97083, LOEUF=0.315)
G3BP2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99954, LOEUF=0.179)
G6PD	LoF	gnomad	medium	LoF-intolerant (pLI=0.97158, LOEUF=0.318)
GAB2	LoF	gnomad	medium	LoF-intolerant (pLI=0.98325, LOEUF=0.304)
GAB3	LoF	gnomad	medium	LoF-intolerant (pLI=0.9536, LOEUF=0.341)
GABBR1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99991, LOEUF=0.224)
GABBR2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99999, LOEUF=0.167)
GABPA	LoF	gnomad	medium	LoF-intolerant (pLI=0.99812, LOEUF=0.232)
GABPB1	LoF	gnomad	medium	LoF-intolerant (pLI=0.91121, LOEUF=0.369)
GABRA1	LoF	gnomad	medium	LoF-intolerant (pLI=0.91489, LOEUF=0.367)
GABRA2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99598, LOEUF=0.229)
GABRA5	LoF	gnomad	medium	LoF-intolerant (pLI=0.90535, LOEUF=0.372)
GABRB1	LoF	gnomad	medium	LoF-intolerant (pLI=0.98116, LOEUF=0.306)
GABRB3	LoF	gnomad	medium	LoF-intolerant (pLI=0.95138, LOEUF=0.341)
GABRD	LoF	gnomad	medium	LoF-intolerant (pLI=0.99345, LOEUF=0.245)
GALNT13	LoF	gnomad	medium	LoF-intolerant (pLI=0.99066, LOEUF=0.285)
GANAB	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
GAPVD1	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.125)
GATA1	LoF	gnomad	medium	LoF-intolerant (pLI=0.94798, LOEUF=0.321)
GATA2	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
GATA3	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
GATA4	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
GATA6	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
GATAD2A	LoF	gnomad	medium	LoF-intolerant (pLI=0.99957, LOEUF=0.202)
GATAD2B	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
GCH1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
GCK	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
GCLM	LoF	gnomad	medium	LoF-intolerant (pLI=0.99011, LOEUF=0.216)
GCM1	LoF	gnomad	medium	LoF-intolerant (pLI=0.999, LOEUF=0.149)
GCN1L1	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.208)
GDA	LoF	gnomad	medium	LoF-intolerant (pLI=0.99867, LOEUF=0.224)
GDF11	LoF	gnomad	medium	LoF-intolerant (pLI=0.97645, LOEUF=0.298)
GDF5	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
GDF6	LoF	gnomad	medium	LoF-intolerant (pLI=0.98833, LOEUF=0.223)
GDI1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99471, LOEUF=0.192)
GEMIN8	LoF	gnomad	medium	LoF-intolerant (pLI=0.94464, LOEUF=0.327)
GFPT1	LoF	gnomad	medium	LoF-intolerant (pLI=0.89953, LOEUF=0.338)
GGA1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99992, LOEUF=0.153)
GGNBP2	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.073)
GGT7	LoF	gnomad	medium	LoF-intolerant (pLI=0.98393, LOEUF=0.303)
GID4	LoF	gnomad	medium	LoF-intolerant (pLI=0.92062, LOEUF=0.379)
GID8	LoF	gnomad	medium	LoF-intolerant (pLI=0.93963, LOEUF=0.357)
GIGYF2	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.077)
GIT1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99978, LOEUF=0.22)
GIT2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99793, LOEUF=0.266)
GJC1	LoF	gnomad	medium	LoF-intolerant (pLI=0.98795, LOEUF=0.224)
GK	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
GLA	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
GLG1	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.207)
GLI2	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
GLI3	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
GLMN	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
GLRA2	LoF	gnomad	medium	LoF-intolerant (pLI=0.97334, LOEUF=0.304)
GLS	LoF	gnomad	medium	LoF-intolerant (pLI=0.96154, LOEUF=0.323)
GLTSCR1	LoF	gnomad	medium	LoF-intolerant (pLI=0.98349, LOEUF=0.304)
GLTSCR1L	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.071)
GLUL	LoF	gnomad	medium	LoF-intolerant (pLI=0.9957, LOEUF=0.185)
GLYR1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99973, LOEUF=0.195)
GMDS	LoF	gnomad	medium	LoF-intolerant (pLI=0.99132, LOEUF=0.273)
GMEB1	LoF	gnomad	medium	LoF-intolerant (pLI=0.98549, LOEUF=0.291)
GMEB2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99495, LOEUF=0.236)
GMPS	LoF	gnomad	medium	LoF-intolerant (pLI=0.99825, LOEUF=0.244)
GNA12	LoF	gnomad	medium	LoF-intolerant (pLI=0.96994, LOEUF=0.276)
GNAI1	LoF	gnomad	medium	LoF-intolerant (pLI=0.91125, LOEUF=0.379)
GNAL	LoF	gnomad	medium	LoF-intolerant (pLI=0.99829, LOEUF=0.206)
GNAO1	LoF	gnomad	medium	LoF-intolerant (pLI=0.98963, LOEUF=0.261)
GNAQ	LoF	gnomad	medium	LoF-intolerant (pLI=0.98069, LOEUF=0.302)
GNAS	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
GNAZ	LoF	gnomad	medium	LoF-intolerant (pLI=0.96272, LOEUF=0.292)
GNB1	LoF	gnomad	medium	LoF-intolerant (pLI=0.9992, LOEUF=0.145)
GNB2	LoF	gnomad	medium	LoF-intolerant (pLI=0.98876, LOEUF=0.265)
GNB2L1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99836, LOEUF=0.16)
GNL1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99928, LOEUF=0.227)
GNL3L	LoF	gnomad	medium	LoF-intolerant (pLI=0.99558, LOEUF=0.232)
GOLGA2	LoF	gnomad	medium	LoF-intolerant (pLI=0.98756, LOEUF=0.295)
GON4L	LoF	gnomad	medium	LoF-intolerant (pLI=0.9515, LOEUF=0.299)
GPATCH8	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.17)
GPC3	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
GPC4	LoF	gnomad	medium	LoF-intolerant (pLI=0.92613, LOEUF=0.368)
GPHN	LoF	gnomad	medium	LoF-intolerant (pLI=0.99998, LOEUF=0.177)
GPKOW	LoF	gnomad	medium	LoF-intolerant (pLI=0.99553, LOEUF=0.187)
GPM6A	LoF	gnomad	medium	LoF-intolerant (pLI=0.98962, LOEUF=0.218)
GPR143	LoF	gnomad	medium	LoF-intolerant (pLI=0.92526, LOEUF=0.374)
GPR64	LoF	gnomad	medium	LoF-intolerant (pLI=0.92694, LOEUF=0.34)
GPRASP2	LoF	gnomad	medium	LoF-intolerant (pLI=0.98751, LOEUF=0.269)
GPRIN1	LoF	gnomad	medium	LoF-intolerant (pLI=0.97001, LOEUF=0.32)
GPS1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99819, LOEUF=0.231)
GRAMD1B	LoF	gnomad	medium	LoF-intolerant (pLI=0.99929, LOEUF=0.245)
GRAMD4	LoF	gnomad	medium	LoF-intolerant (pLI=0.99998, LOEUF=0.162)
GRASP	LoF	gnomad	medium	LoF-intolerant (pLI=0.90123, LOEUF=0.387)
GRB10	LoF	gnomad	medium	LoF-intolerant (pLI=0.93945, LOEUF=0.335)
